object_id,koi_period,koi_prad,koi_teq,koi_insol,koi_disposition,category,score,flags,disposition_compare,is_disposition_match,color_hint
K00899.01,7.11373257,1.16,429.0,8.01,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00899.02,3.306551643,0.91,554.0,22.19,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00899.03,15.36845737,1.11,332.0,2.86,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00900.01,13.81020318,4.56,833.0,113.75,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00911.01,4.093578461,2.85,1182.0,461.07,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00911.02,105.145959,3.43,401.0,6.09,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00912.01,10.8484518,2.34,499.0,14.66,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00912.02,6.66833241,1.18,587.0,28.06,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00913.01,4.082274889,10.55,1016.0,251.48,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00914.01,3.886655224,1.87,1010.0,246.29,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00904.03,42.1406089,1.85,349.0,3.49,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00904.04,4.617490562,1.62,728.0,66.47,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00904.05,10.19849255,1.75,559.0,23.11,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00905.01,5.795063956,4.33,950.0,192.74,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00906.01,7.15681552,2.47,782.0,88.23,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00906.02,17.64830851,2.43,579.0,26.49,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00906.03,4.14810719,1.08,938.0,182.76,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00907.01,16.51410989,2.72,655.0,43.57,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00907.02,30.1329298,3.14,536.0,19.55,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00907.03,4.79090809,1.36,990.0,227.24,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00124.02,31.71981013,3.09,743.0,71.97,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00907.04,99.6415962,2.64,360.0,3.97,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00908.01,4.708326451,10.6,1162.0,431.02,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00909.01,16.37198661,540.37,438.0,8.71,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00910.01,5.392026903,2.68,850.0,123.33,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00928.01,2.494170338,2.42,1194.0,480.19,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00929.01,6.491682808,9.66,1062.0,301.54,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00930.01,3.044770796,24.54,1076.0,317.36,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00931.01,3.855603916,13.61,1212.0,508.65,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00932.01,3.855599139,3.57,1158.0,425.74,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00125.01,38.47876629,13.26,484.0,13.01,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00915.01,37.60166128,27.22,606.0,31.86,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00916.01,3.314947362,3.94,1155.0,421.03,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00917.01,6.71969089,4.37,952.0,194.18,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00918.01,39.6431552,10.98,472.0,11.74,CANDIDATE,candidate,0.5,,match,True,black
K00919.01,51.42598578,29.66,549.0,21.4,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00920.01,21.80451611,2.6,543.0,20.48,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00921.01,10.28194593,2.53,680.0,50.6,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00921.02,18.11993039,2.95,563.0,23.77,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00921.03,3.78402867,1.7,949.0,191.78,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00922.01,5.15448142,2.94,964.0,204.1,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00126.01,33.80364366,20.7,745.0,72.71,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00923.01,5.743469797,3.13,982.0,219.95,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00924.01,39.4759093,4.06,577.0,26.13,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00925.01,19.97448524,26.56,700.0,56.84,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00926.01,3.166353562,3.82,1273.0,621.92,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00927.01,23.89963441,44.04,652.0,42.8,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00939.01,3.388012244,2.11,1315.0,705.93,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00939.02,5.83909761,2.06,1097.0,341.48,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00939.03,1.620467654,1.57,1681.0,1893.42,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00939.04,10.6816951,2.3,897.0,152.75,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00940.01,6.104849417,3.18,784.0,89.25,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00127.01,3.578780566,10.43,1145.0,406.6,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00933.01,3.187067566,23.88,1079.0,319.76,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00934.01,5.826657508,4.09,1013.0,248.57,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00934.02,12.41216347,2.58,787.0,90.65,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00934.03,18.74649011,3.05,686.0,52.38,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00935.01,20.86021229,5.5,781.0,87.76,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00935.02,42.63427848,5.22,615.0,33.82,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00935.03,87.6476068,4.0,484.0,12.94,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00935.04,9.61731426,1.94,1010.0,246.13,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00936.01,9.467821474,2.13,407.0,6.47,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00936.02,0.893040969,1.24,893.0,151.14,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00128.01,4.942783419,10.62,1008.0,244.42,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00937.01,20.83426731,2.74,595.0,29.62,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00938.01,9.94602357,3.12,807.0,100.34,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00938.02,1.04562195,1.45,1710.0,2031.84,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00938.03,5.71462396,1.78,971.0,210.16,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00145.01,102.9641952,39.0,797.0,95.4,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01102.02,8.14515981,3.43,1050.0,287.91,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01102.03,18.9985279,43.17,792.0,93.03,CANDIDATE,anomalous_signal,0.8,FLAG_RADIUS_TOO_LARGE;FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K01102.04,4.24439049,2.07,1305.0,686.99,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01103.01,90.1240507,7.12,485.0,13.09,CANDIDATE,candidate,0.5,,match,True,black
K00150.02,28.5742692,2.32,538.0,19.83,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01168.01,856.672115,3.87,242.0,0.81,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K01169.01,0.689210173,1.32,1943.0,3362.71,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01170.01,7.34373964,1.84,839.0,117.5,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01171.01,0.445277068,35.74,2562.0,10177.11,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00966.01,0.379463865,59.56,3000.0,19256.81,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00967.01,9.88047978,23.6,860.0,129.45,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00968.01,4.6484156,5.06,2259.0,6152.88,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00969.01,17.51201477,13.66,804.0,98.77,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00970.01,3.9886021,34.39,3145.0,23135.72,CANDIDATE,anomalous_signal,0.7,FLAG_RADIUS_TOO_LARGE,mismatch,False,red
K00971.01,0.533059312,133.56,5862.0,277887.7,CANDIDATE,anomalous_signal,0.8,FLAG_RADIUS_TOO_LARGE;FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K01044.01,0.525154153,23.61,2073.0,4391.51,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01045.01,1.303861044,27.85,1610.0,1595.19,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01046.01,0.73452496,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01047.01,2.55549176,23.35,1312.0,701.68,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00014.01,2.947376671,403.59,2404.0,7903.84,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00139.01,224.7789355,7.67,333.0,2.92,CANDIDATE,candidate,0.5,,match,True,black
K01104.01,0.890110752,1.25,1372.0,838.42,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01105.01,5.76573396,7.47,1964.0,3518.78,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01106.01,7.42608123,2.47,1037.0,273.78,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01106.02,15.9868932,1.62,803.0,98.51,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01107.01,0.73094589,17.12,1922.0,3248.17,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01108.01,18.92537246,13.92,1171.0,443.58,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K01172.01,0.933749106,3.22,2863.0,15822.49,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01173.01,2.037440623,1.19,1572.0,1448.05,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01174.01,129995.7784,2.99,25.0,0.0,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01175.01,31.5925809,1.78,688.0,53.09,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01175.02,17.157236,1.55,844.0,119.87,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01176.01,1.97376085,8.78,753.0,76.1,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00972.01,13.11896244,8.25,1768.0,2310.43,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00133.01,4.618767792,7.48,1170.0,442.78,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00972.02,7.82187328,2.78,2101.0,4601.71,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00974.01,53.5057611,2.52,675.0,49.16,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00975.01,2.785821236,1.69,1784.0,2388.98,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00976.01,52.56901867,78.54,737.0,69.62,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01048.01,3.411758679,14.71,684.0,51.85,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01049.01,0.525426427,1.45,2069.0,4349.62,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01050.01,1.269091415,1.41,1331.0,740.47,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01050.02,2.853133997,1.36,1016.0,251.77,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01051.01,6.79685353,2.01,985.0,222.91,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00146.01,8.667822346,67.37,1303.0,681.39,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01108.02,1.475323222,5.88,2740.0,13331.51,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01108.03,4.15246118,7.62,1941.0,3354.56,CANDIDATE,candidate,0.5,,match,True,black
K01109.01,6.7210783,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01110.01,8.7348852,1.59,890.0,148.62,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01111.01,10.26547688,1.81,770.0,83.13,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00151.01,13.4471791,5.24,848.0,122.34,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01177.01,3.305577989,25.89,1027.0,263.55,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01178.01,4.800653901,16.91,1347.0,778.45,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01179.01,15.06649901,56.44,932.0,177.96,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01180.01,34.82008158,11.36,459.0,10.49,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01181.01,0.651784374,33.65,2090.0,4500.59,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00977.01,1.353771892,430.99,4903.0,136609.48,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00978.01,18.95491633,71.39,1139.0,397.48,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00979.01,4.348866254,2436.69,6421.0,401588.95,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00980.01,47.93094546,68.02,905.0,158.41,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00981.01,3.99751422,2.98,2203.0,5563.95,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00982.01,1.592633181,1.56,1053.0,290.51,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00134.01,67.5923754,12.1,588.0,28.2,CANDIDATE,candidate,0.5,,match,True,black
K01052.01,17.02902786,2.54,755.0,76.66,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01052.02,6.84619236,1.67,1022.0,258.41,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01052.03,67.8321638,2.39,476.0,12.14,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01052.04,43.1312147,2.39,554.0,22.21,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01053.01,1.224866441,1.54,1741.0,2174.33,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01112.01,37.8102649,2.33,566.0,24.27,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01113.01,25.93406406,2.48,695.0,55.1,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01113.02,83.4463485,2.73,471.0,11.59,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01114.01,7.04710032,25.2,986.0,223.84,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01115.01,12.99204853,2.03,866.0,132.94,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01182.01,11.11620211,8.96,853.0,125.21,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01183.01,1.922861499,5.09,1392.0,884.12,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01184.01,0.635445336,19.0,1177.0,451.42,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01185.01,1.665784138,97.27,2636.0,11424.49,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01186.01,55.6639167,34.14,434.0,8.38,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00152.01,52.09081627,7.14,592.0,29.07,CANDIDATE,candidate,0.5,,match,True,black
K00983.01,7.1548608,7.41,1482.0,1141.57,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00984.01,4.28746668,2.29,942.0,186.31,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00985.01,2.002779769,1.42,1311.0,696.4,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00986.01,8.18739443,1.92,782.0,88.36,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00986.02,76.0498163,1.75,372.0,4.53,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00139.02,3.341799486,1.67,1356.0,798.41,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01054.01,3.3226948,15.33,3859.0,52428.3,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01055.01,36.97708808,38.6,602.0,31.08,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01056.01,1.851409163,20.42,2154.0,5090.14,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01057.01,1.303859704,0.98,2393.0,7759.2,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00147.01,145.5624926,40.15,387.0,5.33,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01116.01,3.749105745,1.68,1160.0,428.25,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01117.01,11.08956602,3.51,1422.0,965.62,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01118.01,7.37290344,2.67,1004.0,240.11,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01119.01,7.24476126,0.65,837.0,116.02,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01193.01,119.0624882,10.4,366.0,4.26,CANDIDATE,candidate,0.5,,match,True,black
K01194.01,8.70798309,2.01,543.0,20.59,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01194.02,14.8623076,1.57,454.0,10.08,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01194.03,4.17634276,1.23,694.0,54.8,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00152.02,27.40229859,3.63,734.0,68.46,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00987.01,3.179267286,1.21,1101.0,347.01,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00988.01,10.38122447,2.18,672.0,48.37,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00988.02,24.5709023,2.82,505.0,15.33,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00989.01,81.221876,16.59,385.0,5.2,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00989.02,0.817026268,2.92,1784.0,2386.13,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00135.01,3.024092505,12.14,1489.0,1162.54,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K01058.01,5.670155713,5.85,341.0,3.21,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01059.01,1.022678654,1.14,1734.0,2138.47,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01060.01,12.10968709,2.98,1005.0,240.8,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01060.02,4.75796103,1.7,1372.0,835.65,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01060.03,20.4972755,2.96,843.0,119.42,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01119.02,13.55480534,0.62,679.0,50.41,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01120.01,29.74454668,20.06,455.0,10.1,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01121.01,14.15402428,53.25,777.0,86.13,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01122.01,0.844786082,35.27,1864.0,2846.03,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01123.01,0.848483947,32.11,1908.0,3117.82,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01124.01,11.99097576,37.47,880.0,141.63,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01199.01,53.5292702,2.28,348.0,3.48,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01200.01,0.393726813,24.17,2705.0,12661.53,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01201.01,2.757584622,1.01,615.0,33.79,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01202.01,0.928310036,1.16,1115.0,365.72,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00152.03,13.48457668,3.39,929.0,176.29,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01203.01,31.8841473,3.7,563.0,23.82,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00989.03,16.15811112,86.13,660.0,44.83,CANDIDATE,anomalous_signal,0.8,FLAG_RADIUS_TOO_LARGE;FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K00990.01,67.69213907,175.98,1173.0,448.21,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00991.01,12.06222962,1.62,750.0,74.8,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00992.01,9.93146307,2.41,931.0,177.83,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00993.01,21.85362905,1.75,618.0,34.57,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01060.04,8.19345065,1.74,1144.0,405.75,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00140.01,19.97867,6.85,1351.0,788.02,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01061.01,41.8059544,2.02,533.0,19.02,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01062.01,15.45158184,2.02,1285.0,643.83,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01063.01,89.69816853,102.08,554.0,22.33,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01064.01,1.187352427,67.35,2251.0,6067.3,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00015.01,3.012476582,65.25,2371.0,7471.65,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00148.01,4.77800306,1.85,932.0,177.79,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K01125.01,7.814839231,5.33,903.0,156.74,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01126.01,29.7452499,3.6,557.0,22.74,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01127.01,5.32667299,2.26,1007.0,242.97,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01187.01,0.741057213,26.67,1730.0,2128.29,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01188.01,2.988085455,21.81,1101.0,348.05,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01189.01,2.783883492,67.17,1934.0,3304.55,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01190.01,0.393727296,23.05,2216.0,5746.51,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K01191.01,8.17242644,3.29,858.0,127.95,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K01192.01,1295.362215,57.82,169.0,0.19,CANDIDATE,anomalous_signal,0.8,FLAG_RADIUS_TOO_LARGE;FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K00993.02,13.0607936,1.45,734.0,68.66,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00994.01,4.2989201,2.12,1046.0,283.62,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00995.01,25.9518461,22.32,521.0,17.37,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
